id,city,postal_code,property_type,surface_area,bedrooms,bathrooms,build_year,energy_label,epc_score,garden_area,garage,pool,sale_price,sale_date,created_at
603,Antwerp,2018,apartment,105.3,3,1,1992,E,448,0,False,False,360585,2020-09-20,2020-09-20
604,Leuven,3000,apartment,113.7,3,1,1998,E,106,0,True,False,377787,2016-04-17,2016-04-17
605,Ghent,9000,house,91.1,3,3,1951,B,285,127,False,False,398330,2018-07-11,2018-07-11
606,Leuven,3000,apartment,115.5,3,2,1994,A,343,0,False,False,471036,2023-07-24,2023-07-24
607,Antwerp,2018,house,80.2,2,1,2006,A,377,106,True,True,348535,2022-09-22,2022-09-22
608,Antwerp,2000,apartment,95.0,3,2,1981,C,166,0,True,False,361145,2017-01-08,2017-01-08
609,Bruges,8000,apartment,119.0,3,2,1960,C,180,0,False,False,418821,2019-10-11,2019-10-11
610,Bruges,8000,house,107.8,3,1,2013,B,167,134,True,False,404227,2022-10-14,2022-10-14
611,Ghent,9030,apartment,107.1,3,2,1990,D,480,0,True,False,368105,2024-12-23,2024-12-23
612,Bruges,8000,apartment,149.1,4,1,1973,A,236,0,True,False,581672,2016-09-09,2016-09-09
613,Ghent,9000,apartment,101.8,3,1,1979,C,236,0,False,False,291617,2015-10-20,2015-10-20
614,Bruges,8000,apartment,75.7,2,1,1985,C,260,0,False,False,213819,2015-04-16,2015-04-16
615,Bruges,8000,apartment,125.1,4,3,1953,B,444,0,False,False,547949,2023-10-16,2023-10-16
616,Leuven,3010,house,60.2,2,2,1975,A,240,39,False,False,219936,2015-06-03,2015-06-03
617,Ghent,9000,apartment,74.7,2,3,2018,C,361,0,False,False,321770,2024-03-15,2024-03-15
618,Bruges,8200,apartment,127.0,4,3,1974,A,148,0,False,False,447276,2019-04-10,2019-04-10
619,Antwerp,2060,apartment,84.9,2,2,1954,A,190,0,True,False,342246,2024-10-09,2024-10-09
620,Ghent,9030,apartment,88.4,3,3,1967,B,259,0,False,False,347368,2023-01-25,2023-01-25
621,Leuven,3010,apartment,125.2,4,2,1969,A,196,0,True,False,481383,2015-11-22,2015-11-22
622,Ghent,9000,apartment,113.3,3,2,2009,C,123,0,False,False,435995,2015-06-11,2015-06-11
623,Leuven,3010,apartment,117.2,3,1,2017,C,418,0,True,False,397069,2016-11-08,2016-11-08
624,Leuven,3010,house,79.6,2,1,1991,B,360,72,True,False,283653,2015-08-05,2015-08-05
625,Ghent,9030,apartment,83.1,2,3,1989,B,443,0,False,False,290608,2024-12-22,2024-12-22
626,Antwerp,2000,house,86.4,2,1,1966,A,86,166,True,True,401583,2019-08-20,2019-08-20
627,Bruges,8200,apartment,76.6,2,1,1971,C,164,0,False,False,263674,2022-02-14,2022-02-14
628,Bruges,8000,apartment,109.9,3,1,1982,C,187,0,False,False,414808,2023-06-14,2023-06-14
629,Ghent,9030,house,93.0,3,2,1962,A,276,0,True,False,368074,2022-10-10,2022-10-10
630,Leuven,3000,house,119.4,3,1,2015,C,218,0,True,True,504581,2016-04-23,2016-04-23
631,Ghent,9000,apartment,76.8,2,2,1964,C,236,0,True,False,322496,2024-10-20,2024-10-20
632,Leuven,3010,house,107.3,3,3,1987,C,414,19,True,True,510312,2022-05-22,2022-05-22
633,Antwerp,2018,apartment,86.9,2,1,2017,C,182,0,False,False,325888,2021-12-10,2021-12-10
634,Ghent,9030,apartment,97.8,3,2,1980,B,285,0,False,False,308254,2016-09-19,2016-09-19
635,Bruges,8000,apartment,80.1,2,2,1989,C,418,0,False,False,298497,2021-10-27,2021-10-27
636,Ghent,9030,house,103.5,3,1,1951,E,166,142,False,False,330923,2016-04-21,2016-04-21
637,Ghent,9030,apartment,83.7,2,2,2011,E,93,0,True,False,221341,2016-01-19,2016-01-19
638,Antwerp,2018,apartment,135.7,4,2,1998,D,159,0,False,False,425997,2016-05-16,2016-05-16
639,Antwerp,2018,apartment,90.4,3,3,1954,B,346,0,False,False,305758,2020-01-13,2020-01-13
640,Bruges,8200,apartment,82.0,2,1,1993,B,140,0,True,False,228126,2017-09-02,2017-09-02
641,Ghent,9000,apartment,109.3,3,2,2017,B,175,0,False,False,431710,2020-04-10,2020-04-10
642,Ghent,9030,house,91.0,3,2,1971,C,326,214,True,False,318187,2019-10-02,2019-10-02
643,Leuven,3000,apartment,90.7,3,2,2022,B,282,0,False,False,350163,2019-12-29,2019-12-29
644,Bruges,8200,apartment,48.8,1,1,1976,C,178,0,False,False,144190,2022-05-29,2022-05-29
645,Antwerp,2060,apartment,88.2,3,1,1963,E,346,0,True,False,251012,2017-09-01,2017-09-01
646,Antwerp,2000,apartment,100.8,3,1,1953,B,190,0,True,False,367247,2017-12-07,2017-12-07
647,Antwerp,2018,apartment,61.4,2,1,2020,D,434,0,False,False,213747,2021-04-18,2021-04-18
648,Antwerp,2000,house,126.3,4,1,1992,C,144,151,True,False,525422,2020-12-15,2020-12-15
649,Bruges,8000,apartment,82.9,2,1,2004,B,237,0,False,False,237884,2017-11-17,2017-11-17
650,Antwerp,2018,apartment,141.6,4,1,1951,A,339,0,True,False,509196,2018-03-11,2018-03-11
651,Bruges,8200,apartment,97.4,3,2,2014,B,247,0,False,False,373234,2024-07-17,2024-07-17
652,Bruges,8000,apartment,87.3,2,1,1971,E,182,0,True,False,320014,2021-09-28,2021-09-28
653,Leuven,3000,house,58.0,2,1,2013,D,305,88,True,False,214690,2017-06-26,2017-06-26
654,Antwerp,2000,apartment,85.2,2,2,1956,B,104,0,False,False,300643,2019-06-15,2019-06-15
655,Antwerp,2018,house,74.8,2,2,2001,E,392,0,True,False,261898,2019-10-23,2019-10-23
656,Ghent,9000,house,121.4,3,2,1980,A,471,274,False,False,460291,2016-11-09,2016-11-09
657,Antwerp,2018,apartment,78.8,2,2,2005,B,263,0,False,False,266732,2019-06-09,2019-06-09
658,Antwerp,2000,apartment,109.9,3,1,1981,B,276,0,False,False,448273,2024-03-02,2024-03-02
659,Leuven,3010,house,86.5,2,3,1960,C,169,149,True,False,366381,2021-05-14,2021-05-14
660,Antwerp,2000,house,106.6,3,1,1964,B,295,140,True,False,497788,2022-04-22,2022-04-22
661,Ghent,9030,house,80.9,2,1,2011,E,312,153,True,False,258168,2015-01-04,2015-01-04
662,Ghent,9000,apartment,95.2,3,1,1963,B,88,0,True,False,350352,2019-09-26,2019-09-26
663,Leuven,3000,house,92.3,3,3,2022,E,125,88,False,False,441585,2024-09-02,2024-09-02
664,Bruges,8200,house,76.0,2,3,1983,B,247,134,False,False,257456,2017-09-25,2017-09-25
665,Leuven,3010,apartment,91.2,3,3,2000,A,223,0,True,False,375763,2016-12-10,2016-12-10
666,Leuven,3010,apartment,119.5,3,2,1956,C,324,0,True,False,446746,2015-11-15,2015-11-15
667,Ghent,9030,house,92.2,3,1,2013,D,176,217,True,False,337095,2020-01-25,2020-01-25
668,Bruges,8000,house,89.5,3,3,2003,B,467,45,True,False,388848,2022-11-07,2022-11-07
669,Bruges,8000,house,108.0,3,3,1987,E,109,199,True,False,411231,2021-05-04,2021-05-04
670,Antwerp,2060,apartment,105.6,3,3,1999,B,295,0,False,False,379073,2018-11-07,2018-11-07
671,Ghent,9000,apartment,91.5,3,2,2013,C,390,0,True,False,315545,2017-06-12,2017-06-12
672,Leuven,3010,apartment,40.0,1,1,1955,C,220,0,False,False,129290,2024-02-03,2024-02-03
673,Antwerp,2060,apartment,79.4,2,1,1979,C,223,0,False,False,264770,2021-07-09,2021-07-09
674,Leuven,3000,apartment,116.5,3,2,1988,C,330,0,False,False,398787,2015-03-03,2015-03-03
675,Leuven,3010,apartment,83.2,2,1,2015,A,84,0,True,False,294478,2015-03-09,2015-03-09
676,Ghent,9000,apartment,77.1,2,3,1969,D,275,0,False,False,266910,2016-05-12,2016-05-12
677,Ghent,9000,house,114.0,3,2,1996,C,226,40,True,False,538613,2022-10-09,2022-10-09
678,Bruges,8000,apartment,115.2,3,2,2008,E,430,0,True,False,377707,2016-11-05,2016-11-05
679,Bruges,8000,apartment,74.6,2,1,1988,B,420,0,False,False,264276,2024-07-21,2024-07-21
680,Ghent,9030,house,45.8,1,1,1960,D,181,176,True,False,168878,2024-07-31,2024-07-31
681,Antwerp,2018,apartment,80.4,2,3,1991,B,233,0,False,False,336341,2021-08-28,2021-08-28
682,Antwerp,2000,house,70.6,2,1,2001,B,489,224,False,False,233416,2015-06-15,2015-06-15
683,Antwerp,2000,apartment,99.0,3,1,1972,B,426,0,False,False,406734,2020-01-28,2020-01-28
684,Ghent,9030,house,87.5,2,2,1980,D,261,218,True,False,326529,2023-05-03,2023-05-03
685,Ghent,9030,house,123.1,4,3,1957,E,124,24,False,False,434810,2022-02-07,2022-02-07
686,Leuven,3000,house,62.7,2,2,1950,C,377,1,True,False,272695,2023-12-16,2023-12-16
687,Antwerp,2060,apartment,96.3,3,2,1954,B,354,0,False,False,349662,2020-02-05,2020-02-05
688,Ghent,9000,apartment,64.6,2,1,1992,D,496,0,True,False,239338,2022-10-01,2022-10-01
689,Antwerp,2060,apartment,106.9,3,1,1999,C,146,0,True,False,416394,2023-05-01,2023-05-01
690,Leuven,3000,apartment,89.5,3,2,1980,B,397,0,False,False,360480,2020-08-07,2020-08-07
691,Bruges,8200,apartment,117.5,3,1,2004,E,445,0,True,False,367366,2020-05-16,2020-05-16
692,Antwerp,2000,house,127.9,4,1,1960,D,123,74,True,False,549145,2017-01-10,2017-01-10
693,Leuven,3000,house,40.0,1,1,1954,C,373,20,True,False,139364,2019-01-22,2019-01-22
694,Leuven,3010,apartment,125.9,4,3,1988,B,400,0,False,False,513254,2018-09-17,2018-09-17
695,Bruges,8200,house,114.6,3,2,1963,C,449,273,True,False,376104,2017-07-01,2017-07-01
696,Leuven,3000,apartment,108.3,3,1,1959,C,354,0,False,False,377111,2023-12-21,2023-12-21
697,Leuven,3010,apartment,107.8,3,2,1979,A,474,0,False,False,401162,2018-01-31,2018-01-31
698,Antwerp,2018,apartment,91.2,3,1,2021,A,484,0,True,False,331949,2020-03-12,2020-03-12
699,Leuven,3000,apartment,100.5,3,2,2002,D,328,0,False,False,417311,2021-12-01,2021-12-01
700,Ghent,9000,apartment,80.3,2,1,1954,B,328,0,False,False,296178,2019-09-21,2019-09-21
701,Antwerp,2060,apartment,74.8,2,2,1982,C,237,0,False,False,213768,2015-09-04,2015-09-04
702,Ghent,9000,house,84.3,2,1,1995,B,328,120,True,False,365833,2023-01-11,2023-01-11
703,Antwerp,2000,apartment,94.8,3,2,1970,B,440,0,False,False,310942,2016-12-28,2016-12-28
704,Antwerp,2018,house,48.9,1,2,2022,C,204,48,False,False,167670,2018-08-07,2018-08-07
705,Bruges,8000,apartment,115.6,3,2,2002,D,104,0,True,False,424145,2018-11-06,2018-11-06
706,Ghent,9030,apartment,89.5,3,2,1990,D,167,0,False,False,307743,2022-01-26,2022-01-26
707,Leuven,3010,apartment,44.5,1,3,2017,B,353,0,True,False,199110,2022-10-12,2022-10-12
708,Antwerp,2018,apartment,71.4,2,2,1963,C,299,0,False,False,272415,2018-09-28,2018-09-28
709,Bruges,8000,apartment,88.6,3,1,1993,B,424,0,True,False,318719,2019-02-20,2019-02-20
710,Antwerp,2018,apartment,136.6,4,2,2002,C,446,0,False,False,586328,2022-07-20,2022-07-20
711,Bruges,8200,apartment,106.4,3,1,1973,C,289,0,False,False,281617,2015-07-30,2015-07-30
712,Antwerp,2060,apartment,54.7,2,2,1950,C,424,0,True,False,206515,2024-10-22,2024-10-22
713,Antwerp,2018,apartment,92.4,3,1,1964,D,252,0,False,False,320341,2020-09-05,2020-09-05
714,Antwerp,2000,apartment,77.0,2,2,1964,D,303,0,False,False,272717,2024-05-29,2024-05-29
715,Bruges,8000,house,76.5,2,3,1957,A,113,200,True,False,325217,2020-08-15,2020-08-15
716,Bruges,8200,apartment,84.7,2,1,1973,D,458,0,True,False,286812,2024-04-02,2024-04-02
717,Antwerp,2018,apartment,66.1,2,1,1987,B,155,0,False,False,223033,2016-02-23,2016-02-23
718,Ghent,9000,apartment,65.8,2,1,1963,C,410,0,False,False,220907,2017-04-17,2017-04-17
719,Antwerp,2000,house,105.3,3,2,2005,C,423,135,False,False,478109,2023-12-05,2023-12-05
720,Ghent,9000,apartment,114.2,3,1,2018,D,287,0,True,False,412922,2018-11-13,2018-11-13
721,Leuven,3010,apartment,108.6,3,2,2016,B,467,0,False,False,439906,2021-07-01,2021-07-01
722,Bruges,8200,apartment,102.5,3,1,1985,E,220,0,False,False,270879,2021-01-11,2021-01-11
723,Ghent,9030,house,104.5,3,1,2012,C,500,372,True,False,310292,2015-07-08,2015-07-08
724,Ghent,9000,apartment,82.0,2,2,1986,B,255,0,False,False,285862,2015-02-22,2015-02-22
725,Leuven,3000,house,113.8,3,2,2013,B,329,169,False,False,423853,2017-03-14,2017-03-14
726,Leuven,3010,house,95.7,3,3,2013,D,158,187,True,True,446928,2023-12-28,2023-12-28
727,Leuven,3000,apartment,90.4,3,2,1950,C,330,0,False,False,348663,2019-01-21,2019-01-21
728,Antwerp,2060,apartment,40.0,1,2,1950,A,252,0,False,False,120252,2016-06-04,2016-06-04
729,Ghent,9030,apartment,95.6,3,2,2022,B,168,0,False,False,315280,2022-06-13,2022-06-13
730,Antwerp,2060,apartment,83.9,2,3,2021,B,396,0,False,False,311985,2018-05-15,2018-05-15
731,Antwerp,2000,apartment,89.4,3,2,2016,C,114,0,False,False,311344,2017-08-18,2017-08-18
732,Leuven,3000,apartment,64.1,2,2,1998,D,410,0,True,False,234976,2020-12-17,2020-12-17
733,Leuven,3000,apartment,112.7,3,2,1964,D,389,0,True,False,536385,2020-03-30,2020-03-30
734,Bruges,8200,apartment,66.2,2,1,1998,B,155,0,True,False,187185,2023-01-29,2023-01-29
735,Ghent,9030,house,94.4,3,1,1964,C,199,64,True,True,333881,2020-03-27,2020-03-27
736,Bruges,8200,apartment,77.6,2,1,1956,C,114,0,True,False,275249,2023-02-13,2023-02-13
737,Ghent,9030,apartment,54.2,2,2,2010,B,354,0,False,False,184605,2022-12-16,2022-12-16
738,Ghent,9030,house,92.7,3,1,2006,C,267,146,False,False,354462,2023-09-17,2023-09-17
739,Antwerp,2000,apartment,70.2,2,2,1951,C,480,0,True,False,256158,2018-12-29,2018-12-29
740,Antwerp,2000,apartment,90.9,3,1,1973,C,414,0,False,False,406684,2024-12-07,2024-12-07
741,Leuven,3010,house,54.5,2,1,2000,E,182,93,True,False,185819,2017-06-16,2017-06-16
742,Ghent,9030,apartment,77.5,2,2,1962,B,380,0,True,False,261939,2023-05-12,2023-05-12
743,Bruges,8200,apartment,72.5,2,1,1997,C,183,0,False,False,241718,2023-04-22,2023-04-22
744,Antwerp,2000,apartment,85.3,2,3,1983,B,90,0,False,False,388621,2021-12-02,2021-12-02
745,Antwerp,2060,apartment,93.7,3,3,1953,B,468,0,True,False,399944,2021-03-30,2021-03-30
746,Bruges,8000,house,114.3,3,1,2018,A,143,58,True,False,464422,2023-09-17,2023-09-17
747,Ghent,9030,apartment,91.7,3,2,1958,B,357,0,False,False,295469,2018-07-21,2018-07-21
748,Antwerp,2060,apartment,106.4,3,3,1965,B,425,0,True,False,454671,2022-03-24,2022-03-24
749,Antwerp,2060,house,134.0,4,2,2015,B,427,0,True,False,476629,2018-03-15,2018-03-15
750,Antwerp,2000,apartment,70.7,2,1,1999,A,262,0,False,False,266342,2018-08-20,2018-08-20
751,Ghent,9030,house,121.4,3,1,1964,C,130,49,False,False,406107,2016-11-25,2016-11-25
752,Antwerp,2000,apartment,88.0,3,1,1986,C,372,0,False,False,323888,2019-12-18,2019-12-18
753,Bruges,8200,apartment,108.9,3,2,1965,D,109,0,False,False,310087,2023-08-15,2023-08-15
754,Ghent,9030,apartment,104.7,3,3,1978,C,154,0,False,False,329625,2016-08-14,2016-08-14
755,Leuven,3000,house,71.2,2,2,1962,C,398,105,False,False,290377,2018-09-22,2018-09-22
756,Ghent,9030,apartment,126.6,4,2,1982,B,430,0,False,False,519722,2023-04-17,2023-04-17
757,Antwerp,2060,house,95.3,3,2,1975,B,374,88,False,False,336444,2018-01-11,2018-01-11
758,Leuven,3000,apartment,82.9,2,1,1979,D,127,0,True,False,311709,2023-02-17,2023-02-17
759,Ghent,9030,apartment,85.3,2,1,2021,C,181,0,False,False,245452,2018-05-04,2018-05-04
760,Ghent,9000,house,70.7,2,2,2016,D,284,198,True,True,285884,2016-08-10,2016-08-10
761,Antwerp,2060,apartment,91.7,3,1,2001,D,258,0,True,False,316837,2021-08-12,2021-08-12
762,Leuven,3010,apartment,101.6,3,1,1990,E,375,0,True,False,346844,2018-09-17,2018-09-17
763,Ghent,9000,house,95.5,3,1,1965,C,124,0,True,False,401361,2023-01-10,2023-01-10
764,Bruges,8000,apartment,53.8,2,2,1986,D,305,0,False,False,179365,2019-11-15,2019-11-15
765,Ghent,9000,apartment,85.0,2,1,1972,D,314,0,False,False,271083,2015-05-16,2015-05-16
766,Bruges,8000,apartment,93.0,3,3,1976,B,406,0,False,False,410040,2023-06-08,2023-06-08
767,Antwerp,2060,house,87.0,2,1,2021,C,475,121,True,False,347801,2020-09-01,2020-09-01
768,Bruges,8000,apartment,152.0,4,2,1981,A,88,0,True,False,634834,2020-10-05,2020-10-05
769,Ghent,9030,apartment,91.3,3,2,1982,C,395,0,False,False,262137,2018-03-06,2018-03-06
770,Bruges,8200,house,128.9,4,1,1958,A,460,134,False,False,405853,2019-09-06,2019-09-06
771,Leuven,3010,house,109.7,3,1,2019,B,303,61,True,False,343909,2017-12-24,2017-12-24
772,Antwerp,2000,house,109.8,3,1,2006,D,92,188,True,False,446847,2019-03-31,2019-03-31
773,Bruges,8200,house,67.3,2,2,2022,C,193,247,True,False,261387,2023-12-08,2023-12-08
774,Ghent,9030,house,87.7,3,1,2021,D,256,92,True,True,344034,2024-03-10,2024-03-10
775,Bruges,8000,apartment,105.3,3,2,1984,E,358,0,False,False,325316,2019-04-12,2019-04-12
776,Leuven,3010,apartment,97.1,3,1,2005,C,180,0,False,False,390146,2022-08-02,2022-08-02
777,Bruges,8000,house,114.5,3,1,1987,C,153,31,True,False,424140,2020-04-26,2020-04-26
778,Bruges,8000,house,78.6,2,3,2004,B,305,196,True,False,351498,2021-06-29,2021-06-29
779,Ghent,9030,house,76.1,2,2,2020,B,381,148,True,False,244251,2016-08-05,2016-08-05
780,Leuven,3010,apartment,98.2,3,1,1977,B,149,0,False,False,348591,2022-10-06,2022-10-06
781,Antwerp,2060,house,95.7,3,1,1973,C,124,0,False,False,283648,2017-01-02,2017-01-02
782,Antwerp,2060,apartment,73.6,2,3,2006,D,119,0,False,False,258860,2023-11-28,2023-11-28
783,Ghent,9000,house,85.1,2,1,1962,E,487,106,False,False,298811,2020-04-25,2020-04-25
784,Antwerp,2000,apartment,90.1,3,1,1974,D,389,0,True,False,374500,2020-11-07,2020-11-07
785,Antwerp,2000,house,85.0,2,2,2007,B,260,206,False,False,412982,2022-11-24,2022-11-24
786,Leuven,3010,house,53.5,2,1,1979,B,316,160,True,False,229537,2023-03-14,2023-03-14
787,Bruges,8000,house,63.0,2,1,2014,A,471,116,True,False,217721,2018-05-03,2018-05-03
788,Antwerp,2000,apartment,66.2,2,1,2008,C,223,0,True,False,221565,2017-05-08,2017-05-08
789,Antwerp,2018,apartment,82.4,2,3,1985,D,151,0,False,False,266115,2018-05-30,2018-05-30
790,Bruges,8000,house,102.7,3,2,1979,C,247,54,False,False,363171,2019-09-01,2019-09-01
791,Antwerp,2000,house,113.9,3,3,2011,A,424,0,True,False,468834,2016-09-09,2016-09-09
792,Antwerp,2000,house,82.5,2,3,1964,C,249,155,True,False,358741,2022-02-07,2022-02-07
793,Antwerp,2060,house,116.7,3,2,1971,D,337,154,True,True,498850,2020-10-08,2020-10-08
794,Antwerp,2000,apartment,79.8,2,2,1983,A,300,0,False,False,346184,2024-08-31,2024-08-31
795,Ghent,9030,house,93.8,3,1,2001,D,451,158,True,False,271306,2015-08-01,2015-08-01
796,Bruges,8000,house,70.9,2,1,1994,E,405,0,True,True,238905,2023-07-08,2023-07-08
797,Leuven,3010,house,96.0,3,1,1992,C,313,203,False,False,336387,2018-12-06,2018-12-06
798,Leuven,3000,apartment,93.2,3,1,1990,A,284,0,False,False,351059,2015-11-21,2015-11-21
799,Bruges,8000,apartment,101.1,3,3,2022,E,416,0,False,False,352604,2020-07-15,2020-07-15
800,Antwerp,2000,apartment,46.3,1,3,1984,E,88,0,False,False,168062,2019-01-11,2019-01-11
801,Leuven,3000,house,108.3,3,1,2017,D,200,47,True,False,411165,2020-06-29,2020-06-29
802,Antwerp,2060,apartment,120.0,3,2,1996,C,357,0,False,False,438090,2022-11-16,2022-11-16
803,Antwerp,2060,apartment,119.9,3,1,1986,C,105,0,True,False,463333,2024-08-27,2024-08-27
804,Bruges,8000,house,76.6,2,3,1981,A,169,0,False,False,299757,2021-12-16,2021-12-16
805,Antwerp,2018,apartment,124.5,4,1,1965,A,138,0,False,False,462612,2021-09-06,2021-09-06
806,Bruges,8200,apartment,103.4,3,3,2021,C,223,0,False,False,311394,2018-04-09,2018-04-09
807,Ghent,9030,apartment,88.3,3,3,1975,B,199,0,False,False,310516,2024-04-14,2024-04-14
808,Leuven,3000,house,103.5,3,2,1987,A,381,179,True,False,557148,2020-09-17,2020-09-17
809,Antwerp,2000,house,80.5,2,1,1963,C,332,27,True,False,272892,2016-11-24,2016-11-24
810,Ghent,9000,apartment,99.9,3,1,2021,A,116,0,False,False,444868,2021-03-09,2021-03-09
811,Antwerp,2000,house,126.1,4,1,2016,C,138,165,True,False,603187,2021-08-31,2021-08-31
812,Antwerp,2018,apartment,93.8,3,2,2010,A,350,0,False,False,382049,2022-05-06,2022-05-06
813,Bruges,8200,apartment,73.9,2,3,1998,C,124,0,True,False,275040,2023-01-04,2023-01-04
814,Antwerp,2060,apartment,111.6,3,1,2018,B,381,0,True,False,380991,2020-03-06,2020-03-06
815,Ghent,9030,house,131.7,4,1,1984,E,178,163,False,False,434545,2021-12-06,2021-12-06
816,Antwerp,2018,apartment,126.3,4,1,2002,D,494,0,True,False,472566,2019-08-20,2019-08-20
817,Leuven,3000,apartment,101.6,3,2,1994,C,211,0,False,False,377520,2016-12-22,2016-12-22
818,Ghent,9030,apartment,60.6,2,1,1995,B,313,0,True,False,222089,2021-01-27,2021-01-27
819,Ghent,9000,apartment,86.1,2,3,2001,C,361,0,False,False,311424,2017-11-02,2017-11-02
820,Leuven,3010,apartment,125.4,4,2,2007,D,317,0,False,False,495676,2022-11-20,2022-11-20
821,Ghent,9000,house,146.9,4,2,2003,C,148,197,True,False,639798,2019-03-22,2019-03-22
822,Ghent,9000,house,107.5,3,3,1992,C,491,49,True,False,436975,2019-10-19,2019-10-19
823,Leuven,3000,house,76.6,2,1,2003,B,211,36,True,False,343445,2018-09-27,2018-09-27
824,Leuven,3010,house,98.3,3,1,1982,C,155,110,True,False,397690,2022-06-10,2022-06-10
825,Bruges,8000,apartment,69.9,2,1,1985,A,346,0,False,False,231374,2020-11-04,2020-11-04
826,Ghent,9030,house,104.0,3,1,1997,C,292,250,True,True,352190,2019-12-18,2019-12-18
827,Ghent,9000,house,114.8,3,1,1957,D,205,74,True,False,373942,2015-09-13,2015-09-13
828,Leuven,3000,apartment,113.9,3,1,1969,D,354,0,True,False,410679,2018-10-28,2018-10-28
829,Ghent,9000,apartment,73.8,2,2,1960,D,116,0,True,False,241984,2016-10-07,2016-10-07
830,Leuven,3010,apartment,89.0,3,1,2009,C,311,0,False,False,281605,2017-04-06,2017-04-06
831,Bruges,8200,apartment,115.8,3,1,1973,C,240,0,False,False,330278,2019-09-10,2019-09-10
832,Leuven,3010,apartment,114.1,3,2,1992,C,124,0,False,False,418952,2022-09-26,2022-09-26
833,Leuven,3010,apartment,108.7,3,2,1991,C,133,0,True,False,394646,2022-03-15,2022-03-15
834,Antwerp,2000,apartment,112.4,3,1,1961,D,168,0,False,False,368170,2015-12-30,2015-12-30
835,Leuven,3000,house,127.8,4,1,2017,D,296,146,True,False,599719,2024-09-09,2024-09-09
836,Leuven,3010,apartment,61.5,2,3,2013,B,129,0,False,False,266559,2023-02-20,2023-02-20
837,Antwerp,2060,apartment,63.7,2,1,2018,B,438,0,False,False,204201,2019-09-23,2019-09-23
838,Bruges,8200,house,103.2,3,1,1972,C,131,131,True,False,365599,2019-01-16,2019-01-16
839,Leuven,3010,apartment,116.2,3,2,1971,D,153,0,True,False,470174,2023-08-17,2023-08-17
840,Leuven,3000,apartment,126.5,4,2,1969,C,190,0,True,False,565816,2016-11-13,2016-11-13
841,Leuven,3010,house,131.8,4,2,1964,C,277,65,True,False,413724,2015-11-06,2015-11-06
842,Antwerp,2060,apartment,94.8,3,1,2007,A,339,0,True,False,324380,2016-11-16,2016-11-16
843,Ghent,9000,house,134.5,4,2,1966,B,466,174,True,False,576831,2017-05-09,2017-05-09
844,Antwerp,2000,house,110.7,3,2,2020,C,235,34,True,True,554430,2024-08-08,2024-08-08
845,Antwerp,2060,apartment,132.0,4,1,2012,A,191,0,False,False,519318,2024-08-04,2024-08-04
846,Antwerp,2060,house,87.6,3,1,1987,E,345,45,True,False,291984,2023-06-29,2023-06-29
847,Bruges,8200,house,100.1,3,2,1954,E,397,157,True,False,310870,2017-04-08,2017-04-08
848,Antwerp,2060,apartment,83.8,2,1,1995,C,146,0,False,False,234693,2015-10-29,2015-10-29
849,Antwerp,2018,house,104.9,3,2,1970,B,91,201,False,False,403185,2016-06-08,2016-06-08
850,Antwerp,2000,apartment,79.8,2,1,2003,C,362,0,False,False,265078,2017-04-23,2017-04-23
851,Leuven,3000,house,90.0,3,1,1974,A,437,144,False,False,341303,2015-11-03,2015-11-03
852,Leuven,3010,apartment,96.6,3,2,1980,C,366,0,False,False,316947,2018-04-06,2018-04-06
853,Antwerp,2000,house,107.3,3,3,2016,D,286,163,False,False,451180,2019-03-21,2019-03-21
854,Antwerp,2000,apartment,65.6,2,3,2004,B,278,0,False,False,261602,2018-01-19,2018-01-19
855,Antwerp,2000,apartment,175.7,5,1,1955,A,189,0,True,False,738211,2021-02-24,2021-02-24
856,Leuven,3000,house,121.4,3,2,1995,C,490,56,True,False,593969,2024-04-03,2024-04-03
857,Ghent,9000,house,65.3,2,1,1965,C,407,116,False,False,208679,2015-04-09,2015-04-09
858,Leuven,3000,apartment,99.9,3,3,1957,A,116,0,False,False,457910,2018-03-21,2018-03-21
859,Leuven,3010,house,79.4,2,2,1956,E,497,173,False,False,236051,2015-10-04,2015-10-04
860,Antwerp,2060,house,80.4,2,2,1967,D,498,181,False,True,290699,2020-06-18,2020-06-18
861,Antwerp,2000,house,84.8,2,1,1963,A,222,122,False,False,384870,2024-06-03,2024-06-03
862,Ghent,9000,house,88.2,3,1,1993,D,118,80,False,False,327763,2021-11-03,2021-11-03
863,Antwerp,2018,apartment,92.5,3,1,2000,B,421,0,False,False,336919,2021-02-09,2021-02-09
864,Antwerp,2018,apartment,101.6,3,1,2003,B,214,0,False,False,363097,2023-04-18,2023-04-18
865,Antwerp,2018,apartment,61.3,2,3,1959,D,313,0,False,False,195028,2018-06-22,2018-06-22
866,Ghent,9000,house,40.0,1,1,1964,C,182,130,False,False,159893,2024-02-26,2024-02-26
867,Ghent,9000,apartment,159.6,5,1,2002,B,258,0,False,False,665917,2018-12-21,2018-12-21
868,Bruges,8000,apartment,91.2,3,1,1985,A,237,0,True,False,288410,2015-04-14,2015-04-14
869,Antwerp,2060,apartment,43.7,1,1,1954,C,320,0,True,False,132153,2016-06-28,2016-06-28
870,Antwerp,2018,apartment,94.7,3,1,1965,D,219,0,True,False,307888,2020-04-08,2020-04-08
871,Ghent,9000,house,93.6,3,3,1988,B,424,93,False,False,442120,2022-07-04,2022-07-04
872,Leuven,3000,apartment,114.7,3,1,1976,B,363,0,False,False,508179,2021-11-19,2021-11-19
